2.849987949,0,1,0,0,1,0,1
3.097835211,0,0,0,1,0,1,1
2.864282077,0,0,0,1,0,1,0
2.921389742,0,0,0,1,0,1,2
3.592995633,0,0,0,1,1,0,1
2.90429859,0,1,0,0,1,0,1
3.74850548,0,0,0,1,1,0,2
3.386551657,0,0,0,1,0,1,1
2.913500857,0,1,0,0,0,1,1
3.118677558,0,0,0,1,0,1,3
3.311246944,0,0,0,1,1,0,1
3.790528724,0,0,0,1,1,0,2
3.637396859,0,1,0,0,1,0,1
3.389851312,0,1,0,0,0,1,1
3.608516579,0,0,0,1,1,0,3
3.278198485,0,1,0,0,1,0,1
3.770876203,0,0,0,1,1,0,2
3.788224667,0,0,0,1,0,1,2
3.419239332,0,0,0,1,1,0,1
3.21710382,0,0,0,1,1,0,1
3.741378162,0,0,0,1,0,1,2
3.732183716,0,0,0,1,1,0,3
3.03311074,0,0,0,1,0,1,0
3.171313781,0,0,0,1,0,1,1
3.236582431,0,0,0,1,0,1,1
3.384197647,0,0,0,1,0,1,0
3.812325876,0,0,0,1,0,1,0
3.529004638,0,0,0,1,0,1,1
3.422678505,0,1,0,0,1,0,1
3.46265105,0,1,0,0,1,0,1
3.25831119,0,0,0,1,1,0,1
3.075568182,0,0,0,1,0,1,1
2.807762121,0,0,0,1,0,1,1
2.857392317,0,0,0,1,1,0,1
3.214501841,0,0,0,1,0,1,1
3.176325816,0,0,0,1,1,0,1
2.705475466,0,0,0,1,0,1,1
3.468980851,0,0,0,1,0,1,1
3.042511169,0,0,0,1,0,1,1
3.090507036,0,0,0,1,0,1,0
3.223864325,0,0,0,1,1,0,1
3.422551929,0,0,0,1,1,0,1
3.535077589,0,0,0,1,0,1,0
3.283211966,0,0,0,1,0,1,1
3.072124319,0,1,0,0,1,0,1
3.523396357,0,0,0,1,0,1,0
3.173943442,0,0,0,1,0,1,1
3.159842681,0,0,0,1,0,1,0
3.215680966,0,0,1,0,1,0,1
3.333791749,0,0,1,0,0,1,1
3.269923031,0,0,1,0,1,0,1
3.726935859,0,0,0,1,0,1,2
3.706396374,0,0,0,1,0,1,2
3.486607466,0,0,0,1,0,1,1
3.152564504,0,0,0,1,0,1,1
3.65541107,0,0,0,1,1,0,1
3.361087866,0,1,0,0,1,0,1
3.497278053,0,1,0,0,0,1,3
3.664113487,0,1,0,0,0,1,2
3.053057325,0,0,0,1,1,0,1
3.393028486,0,1,0,0,1,0,1
3.28006,0,0,0,1,0,1,1
2.648815579,0,0,1,0,1,0,1
3.458978156,0,0,0,1,0,1,1
3.10488189,0,0,1,0,0,1,1
3.133277796,0,0,0,1,1,0,1
3.013525548,0,0,0,1,1,0,1
2.884301259,0,0,0,1,0,1,1
3.210273823,0,0,0,1,0,1,0
2.979197039,0,0,0,1,0,1,1
2.798353856,0,0,0,1,1,0,1
3.475576712,0,1,0,0,1,0,1
3.535240151,0,0,0,1,1,0,1
3.188900469,0,0,0,1,1,0,1
2.974927309,0,0,0,1,0,1,1
3.285149202,0,0,0,1,0,1,1
3.369335362,0,0,0,1,0,1,1
2.848122428,0,0,0,1,0,1,1
3.32737046,0,0,0,1,0,1,1
2.814927377,0,0,0,1,0,1,1
3.54254902,0,0,0,1,0,1,1
3.553287259,0,1,0,0,1,0,1
3.354996634,0,0,0,1,1,0,1
3.282398568,0,0,0,1,1,0,1
3.250704517,0,0,0,1,0,1,1
3.832394822,0,0,0,1,0,1,2
3.49513465,0,0,0,1,1,0,1
3.571745638,0,1,0,0,0,1,2
3.641313944,0,1,0,0,0,1,2
3.268577914,0,0,0,1,0,1,3
2.952177986,0,0,0,1,1,0,1
